id,description,family,protocol,N,seed,metric_name,value_display,units,source_path,selector
REG-CN_FS_S1_NITRIDE_N500_GAIN_VS_ZERO_SHOT-VALUE,mean,nitride,protocol_1,500,,gain_vs_zero_shot,-0.29873,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""columns"":[""zero_shot_mae_eV_per_atom"",""scratch_mean_test_mae_eV_per_atom""],""operation"":""subtract"",""type"":""csv_formula"",""where"":{""N"":""500"",""family"":""nitride""}}"
REG-CN_FS_S1_NITRIDE_N500_MEAN_TEST_MAE-VALUE,mean,nitride,protocol_1,500,,mean_test_mae,0.36827,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
REG-CN_FS_S1_NITRIDE_N500_STD_TEST_MAE-VALUE,sample_sd,nitride,protocol_1,500,,std_test_mae,0.02331,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
REG-CN_FS_S1_NITRIDE_N50_GAIN_VS_ZERO_SHOT-VALUE,mean,nitride,protocol_1,50,,gain_vs_zero_shot,-0.62189,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""columns"":[""zero_shot_mae_eV_per_atom"",""scratch_mean_test_mae_eV_per_atom""],""operation"":""subtract"",""type"":""csv_formula"",""where"":{""N"":""50"",""family"":""nitride""}}"
REG-CN_FS_S1_NITRIDE_N50_MEAN_TEST_MAE-VALUE,mean,nitride,protocol_1,50,,mean_test_mae,0.69143,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
REG-CN_FS_S1_NITRIDE_N50_STD_TEST_MAE-VALUE,sample_sd,nitride,protocol_1,50,,std_test_mae,0.01631,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
REG-CN_FS_S1_OXIDE_N500_GAIN_VS_ZERO_SHOT-VALUE,mean,oxide,protocol_1,500,,gain_vs_zero_shot,-0.23015,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""columns"":[""zero_shot_mae_eV_per_atom"",""scratch_mean_test_mae_eV_per_atom""],""operation"":""subtract"",""type"":""csv_formula"",""where"":{""N"":""500"",""family"":""oxide""}}"
REG-CN_FS_S1_OXIDE_N500_MEAN_TEST_MAE-VALUE,mean,oxide,protocol_1,500,,mean_test_mae,0.26434,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
REG-CN_FS_S1_OXIDE_N500_STD_TEST_MAE-VALUE,sample_sd,oxide,protocol_1,500,,std_test_mae,0.02280,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
REG-CN_FS_S1_OXIDE_N50_GAIN_VS_ZERO_SHOT-VALUE,mean,oxide,protocol_1,50,,gain_vs_zero_shot,-0.52187,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""columns"":[""zero_shot_mae_eV_per_atom"",""scratch_mean_test_mae_eV_per_atom""],""operation"":""subtract"",""type"":""csv_formula"",""where"":{""N"":""50"",""family"":""oxide""}}"
REG-CN_FS_S1_OXIDE_N50_MEAN_TEST_MAE-VALUE,mean,oxide,protocol_1,50,,mean_test_mae,0.55605,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_mean_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
REG-CN_FS_S1_OXIDE_N50_STD_TEST_MAE-VALUE,sample_sd,oxide,protocol_1,50,,std_test_mae,0.05235,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_std_test_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
REG-CN_S1_FS_RUN_COUNT-COUNT,count,shared,protocol_1,,,run_count,20,count,results/summaries/protocol_1/from_scratch/from_scratch_runs.csv,"{""type"":""csv_row_count""}"
REG-CN_S1_FT_RUN_COUNT-COUNT,count,shared,protocol_1,,,run_count,60,count,results/summaries/protocol_1/finetune/finetune_runs.csv,"{""type"":""csv_row_count""}"
REG-CN_TRANSFER_BENEFIT_NITRIDE_N50-VALUE,difference,nitride,protocol_1,50,,scratch_minus_finetune_mae_eV_per_atom,0.61976,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_minus_finetune_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""nitride""}}"
REG-CN_TRANSFER_BENEFIT_NITRIDE_N500-VALUE,difference,nitride,protocol_1,500,,scratch_minus_finetune_mae_eV_per_atom,0.28923,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_minus_finetune_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""nitride""}}"
REG-CN_TRANSFER_BENEFIT_OXIDE_N50-VALUE,difference,oxide,protocol_1,50,,scratch_minus_finetune_mae_eV_per_atom,0.51806,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_minus_finetune_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""50"",""family"":""oxide""}}"
REG-CN_TRANSFER_BENEFIT_OXIDE_N500-VALUE,difference,oxide,protocol_1,500,,scratch_minus_finetune_mae_eV_per_atom,0.22815,eV/atom,results/summaries/protocol_1/from_scratch/from_scratch_summary_corrected_five_seed.csv,"{""column"":""scratch_minus_finetune_mae_eV_per_atom"",""type"":""csv_cell"",""where"":{""N"":""500"",""family"":""oxide""}}"
RR1-A1-PROTOCOL-1-EFFECT-SIZES,"Protocol 1 adaptation effect sizes (delta_adapt, R_adapt) + seed consistency (Table 3 / A1)",,,,,table,,eV/atom; %,results/summaries/a1_protocol_1_effect_sizes.csv,all rows
RR1-A2-RESIDUAL-DECOMPOSITION,Zero-shot residual-distribution decomposition (A2),,,,,table,,eV/atom; %,results/summaries/a2_residual_decomposition.csv,all rows
RR1-A3-STRUCTURE-HETEROGENEITY,Structure-level fine-tune vs zero-shot heterogeneity (A3),,,,,table,,eV/atom; %,results/summaries/a3_structure_heterogeneity.csv,all rows
RR1-A3-TERTILE-PROFILE,Zero-shot-error tertile profile (A3),,,,,table,,eV/atom; %,results/summaries/a3_tertile_profile.csv,all rows
RR1-A4-LEARNING-DYNAMICS,Protocol 1 validation learning-dynamics summary (A4),,,,,table,,eV/atom; %,results/summaries/a4_learning_dynamics.csv,all rows
RR1-A5-CROSS-PROTOCOL-EFFECTS,"Cross-protocol effect magnitudes, Protocols 1-3 (A5)",,,,,table,,eV/atom; %,results/summaries/a5_cross_protocol_effects.csv,all rows
RR1-A6-PROMOTED-ROBUSTNESS,Promoted validated robustness rows (A6),,,,,table,,eV/atom; %,results/summaries/a6_promoted_robustness.csv,all rows
